id	name	org	league	gender	birthday	period	birthplace
akita_daisuke	秋田大介	最高位戦	D3	male	1973/12/17	第27期後期	徳島県
shibukawa	渋川難波	最高位戦	A2	male	1986/05/19		広島県廿日市市
shukunami_satoru	宿波智	最高位戦	D3	male	2003年5月29日	第48期前期	石川県金沢市
deguchi_shiho	出口栞帆	最高位戦	D2	female	2003年1月24日	第50期後期	北海道札幌市
shundo_kano	春藤佳乃	最高位戦	D3	female		第51期前期	
haruno_kazu	春野和	最高位戦	D3	male	1993/10/08	第47期前期	鹿児島県
jo_you	徐曄	最高位戦	CHINA C	male	1986/07/22	第50期後期	上海
katsuma_kazuyo	勝間和代	最高位戦	—	female		第40期前期	
ogasawara_tatsuru	小笠原樹	最高位戦	D3	male	2000年11月9日	第49期前期	岩手県
komiya_haruka	小宮悠	最高位戦	D2	female	1/20	第45期前期	愛知県
ogo_takashi	小郷剛	最高位戦	D3	male	19920708	第48期前期	和歌山
koguchi_takeharu	小口武晴	最高位戦	C3	male	7/29	第44期後期	静岡県静岡市
koyama_kengo	小山健悟	最高位戦	—	male		第49期前期	
koyama_naoki	小山直樹	最高位戦	B2	male	1985/02/07	第32期後期	東京都
komuryo_hiroki	小室大樹	最高位戦	D1	male	4月26日	第46期後期	群馬県
komatsu_airi	小松愛理	最高位戦	—	female		第51期前期	
komatsu_daiki	小松大樹	最高位戦	D2	male	1990/04/17	第48期後期	東京都
ose_soshi	小瀬聡士	最高位戦	C3	male	1995年11月20日	第48期前期	千葉県
konishi_miyabi	小西雅	最高位戦	D2	male	1995/02/24	第45期後期	北海道美唄市
ogawa_rui	小川瑠以	最高位戦	C3	male	1997/02/19	第46期後期	
ogura_taisei	小倉泰成	最高位戦	D3	male	2002年11月13日	第50期前期	栃木県
ozawa_seiji	小沢征司	最高位戦	D3	male		第51期前期	
koike_miho	小池美穂	最高位戦	C3	female	1978/03/19	第29期後期	神奈川県
koike_ryo	小池諒	最高位戦	C2	male	1991年6月1日	第41期後期	石川県
oda_naoto	小田直人	最高位戦	D1	male	1992/09/07	第45期後期	福岡県
oda_yuki	小田裕己	最高位戦	—	male		第50期前期	
iinuma_sanaka	小島紗菜可	最高位戦	D3	female	10/6	第39期後期	神奈川県横浜市
kojima_kota	小嶋倖多	最高位戦	D3	male		第50期後期	
ogusu_daiki	小楠大貴	最高位戦	—	male	1993/03/29	第49期前期	静岡県浜松市
obata_kazuki	小幡和輝	最高位戦	C3	male	7/7	第47期後期	北海道
kodaira_takahiro	小平崇弘	最高位戦	A2	male	1970/11/22	第37期前期	広島県
omata_kensuke	小俣賢介	最高位戦	B2	male	9月14日	第40期前期	大阪市
ogura_motoki	小椋基生	最高位戦	D2	male	2002/03/04	第50期後期	川西市
ono_sumiaki	小野澄秋	最高位戦	D3	male		第51期前期	
onoda_takeshi	小野田猛	最高位戦	D3	male		第43期後期	
onofusa_mikio	小野房幹雄	最高位戦	C2	male	2/18	第45期前期	千葉
ono_fuma	小野颯馬	最高位戦	D3	male		第50期前期	
kobayashi_masaya	小林雅也	最高位戦	D1	male	11月26日	第45期前期	長崎県
kobayashi_shingo	小林慎吾	最高位戦	D3	male		第47期前期	
kobayashi_kanae	小林奏慧	最高位戦	D1	male		第46期後期	北海道室蘭市
kobayashi_daiki	小林大祈	最高位戦	D1	male	1998/06/02	第47期後期	新潟県
kobayashi_yasunori	小林靖規	最高位戦	D3	male	1986年5月27日	第51期前期	京都
kobayashi_yuta	小林優太	最高位戦	C3	male	4月26日	第47期前期	
kobayashi_yohei	小林蓉平	最高位戦	—	male		第45期前期	
kobayashi_haruma	小林遼真	最高位戦	—	male		第49期前期	
koji_hisatoshi	小路久稔	最高位戦	D3	male	1994/06/15	第50期後期	佐賀県
kojo_kaoru	小條薫	最高位戦	D3	female	3/27	第50期後期	大都会岡山
ozawa_koki	小澤孝紀	最高位戦	B1	male	1982/02/25	第39期前期	北海道
shoji_kazue	庄司和恵	最高位戦	—	female	12月3日	第45期前期	
shoji_kohei	庄子康平	最高位戦	D2	male	1989年2月13日	第47期前期	宮城県
matsui_akihiro	松井彰大	最高位戦	D3	male		第51期前期	静岡県
matsui_yumemi	松井夢実	最高位戦	B1	female	1月24日	第44期前期	岐阜県
matsumiya_dan	松宮暖	最高位戦	C3	male	1986/10/11	第39期前期	東京都千代田区
matsubara_kei	松原慧	最高位戦	—	male		第51期前期	
matsubara_yuichi	松原悠一	最高位戦	—	male	1974/02/01	第37期前期	千葉県
matsuishi_go	松石豪	最高位戦	D2	male		第45期前期	
matsuda_takeshi	松田猛	最高位戦	D2	male	9/2	第42期後期	石川県
matsuo_yuto	松尾優翔	最高位戦	—	male		第51期前期	
matsuo_rifu	松尾理歩	最高位戦	D3	female	1998/08/03	第47期後期	兵庫県
matsumoto_masayuki	松本昌幸	最高位戦	C3	male	1998年2月6日	第48期前期	福島県郡山市
matsumoto_taiki	松本泰輝	最高位戦	B2	male	1992/03/11	第39期前期	
matsumoto_atsushi	松本敦	最高位戦	D2	male	1984/07/12	第34期後期	東京都
matsumoto_kazusa	松本和祥	最高位戦	C1	male	7/18	第48期前期	福島県いわき市
matsumoto_kazuya	松本和也	最高位戦	C3	male		第45期前期	
matsuki_riko	松木梨瑚	最高位戦	—	female		第51期前期	
matsuno_hideya	松野秀也	最高位戦	—	male	1976/07/22	第39期前期	
matsuno_saki	松野早紀	最高位戦	—	male		第50期前期	
dou_seisho	肖道成	最高位戦	—	male		第49期後期	中国辽宁省
sho_you	肖揚	最高位戦	—	male	1985/03/04	第50期後期	中国重慶
kami_keita	上圭太	最高位戦	D2	male		第47期前期	
uede_yuduki	上出悠月	最高位戦	D3	male	12月1日	第47期後期	新潟県
uesugi_kazuya	上杉和也	最高位戦	—	male	1999年6月22日	第47期後期	千葉県流山市
uezato_naohisa	上里尚久	最高位戦	—	male		第51期前期	
uematsu_kana	植松花菜	最高位戦	D3	female	12月30日	第50期前期	広島県
uemura_satona	植村里菜	最高位戦	B2	female	2/19	第38期前期	神奈川
ueki_atsuhiro	植木淳宏	最高位戦	C3	male	1979/11/07	第39期前期	札幌市
arai_keibun	新井啓文	最高位戦	A2	male	1979/07/20	第26期後期	埼玉県熊谷市
nii_rentaro	新居廉太郎	最高位戦	D3	male	2004/11/29	第48期後期	徳島県
shintani_mutsuki	新谷夢月	最高位戦	D3	male	1999年6月5日	第50期後期	和歌山県田辺市
niitsu_kiyoshi	新津潔	最高位戦	—	male	1956/01/28	第7期	東京都
nitta_satoshi	新田諭史	最高位戦	C2	male		第41期前期	
niijima_yuichiro	新島雄一郎	最高位戦	C1	male	1983/07/19	第41期後期	
shinno_ryuta	新野竜太	最高位戦	C3	male	1980/02/22	第40期前期	
shindome_yuhei	新留悠平	最高位戦	—	male	4/27	第49期後期	愛知県
arae_yuri	新榮有理	最高位戦	C2	male	2月9日	第47期前期	静岡県
morishita_shota	森下翔太	最高位戦	D3	male	1992/05/13	第49期前期	北海道
morito_takuma	森戸拓馬	最高位戦	C3	male	1992/08/17	第43期前期	秋田
morisaki_wataru	森崎航	最高位戦	—	male		第51期前期	
mori_toshiki	森俊輝	最高位戦	D3	male	1990/04/12	第49期前期	愛知県名古屋市
mori_hiroki	森大樹	最高位戦	C2	male		第47期前期	
mori_yamato	森大和	最高位戦	—	male	1996/11/26	第48期後期	
mori_tadaomi	森忠臣	最高位戦	—	male	1977/03/21	第51期前期	長崎県長崎市
morita_yamato	森田大和	最高位戦	D2	male		第50期後期	
morimoto_terumi	森本輝美	最高位戦	—	female	11/15	第39期前期	北海道札幌市
morimoto_masakazu	森本匡一	最高位戦	—	male	12月12日	第45期前期	大阪府
fukai_toshiki	深居利基	最高位戦	D1	male	1968年9月23日	第48期前期	東京都
fukasawa_shunsuke	深澤舜介	最高位戦	D3	male		第48期前期	
sanada_shuho	真田周穂	最高位戦	D3	male		第50期後期	
konoshita_ryouta	神下亮太	最高位戦	D3	male	1994/12/10	第50期前期	大阪府
kambara_takehiro	神原健宏	最高位戦	D1	male	1994/02/28	第45期前期	京都
kanbe_yusuke	神戸裕介	最高位戦	D3	male	2/16	第50期後期	兵庫県
kanzaki_ai	神崎愛	最高位戦	—	female		第41期前期	
kanzaki_sayaka	神崎紗也香	最高位戦	D3	female	10月18日	第49期前期	東京都
kanzaki_takashi	神崎崇	最高位戦	C3	male		第48期後期	兵庫県
kanda_takuya	神田拓也	最高位戦	D3	male		第50期後期	
kanda_misaki	神田美咲	最高位戦	女流B	female	2月4日	第48期前期	福岡
kamio_michiko	神尾美智子	最高位戦	D3	female		第46期後期	
kamio_ryo	神尾亮	最高位戦	D3	male	1987/10/18	第41期前期	群馬県
hata_rina	秦梨菜	最高位戦	D1	female	1998/07/01	第49期前期	福岡
suyama_izumi	須山いづみ	最高位戦	—	female	12/11	第25期	東京都
suda_harue	須田春恵	最高位戦	D2	female	2/4	第32期前期	秋田県
suda_wataru	須田渉	最高位戦	D2	male	1977/11/13	第38期後期	秋田県
sudo_yasuhisa	須藤泰久	最高位戦	D1	male	1963/06/30	第20期	神奈川県
mizumaki_wataru	水巻渉	最高位戦	A1	male	1976/05/29	第23期	新潟県
mizukami_arashi	水上嵐詩	最高位戦	D3	male	2003年8月30日	第49期後期	北海道
minase_natsumi	水瀬夏海	最高位戦	D3	female	8月1日	第50期後期	京都府
mizusawa_yuta	水沢優太	最高位戦	D1	male	19920515	第45期後期	
mizuno_dai	水野大	最高位戦	D2	male	1976/10/07	第46期前期	岐阜
mizuochi_yasushi	水落靖	最高位戦	D1	male		第47期後期	新潟県
mizutome_kei	水留啓	最高位戦	D3	male		第50期後期	東京
mizuhara	瑞原明奈	最高位戦	C3	female	1986/11/19		長崎県佐世保市
kazunaga_nanami	数永七海	最高位戦	D3	female		第50期前期	
sugiura_takashi	杉浦敬司	最高位戦	D3	male	07/30	第44期前期	東京
sugiura_hina	杉浦日奈	最高位戦	—	female		第51期前期	
sugihara_takumi	杉原匠	最高位戦	D3	male		第48期前期	
sugihara_yukari	杉原由佳理	最高位戦	D3	female	11/11	第46期後期	福島県会津若松市
sugiyama_azumi	杉山安澄	最高位戦	D2	female	7月20日	第47期前期	静岡県
sugita_hisaki	杉田久貴	最高位戦	C2	male	1996/05/01	第43期後期	京都
sugimoto_ryota	杉本瞭太	最高位戦	D2	male	19900716	第46期後期	滋賀県
sugai_akira	菅井章	最高位戦	D2	male		第50期前期	
sugawara_yuta	菅原雄太	最高位戦	D1	male	1990年10月15日	第47期前期	神奈川県
sugano_mayu	菅野真由	最高位戦	D1	female	12/26	第44期後期	神奈川県
suga_kazuma	菅和馬	最高位戦	D3	male	1月4日	第49期前期	神奈川
seto_uika	瀬戸ういか	最高位戦	D3	female		第49期前期	
seto_ryoya	瀬戸凌也	最高位戦	D3	male	1999/01/25	第47期前期	兵庫県
seyama_kosuke	瀬山洸允	最高位戦	D1	male	4/26	第45期前期	埼玉県
narita_hirokazu	成田裕和	最高位戦	C3	male	2月5日	第45期前期	青森県
hoshi_masato	星雅人	最高位戦	D3	male	1997/10/21	第49期前期	東京都江戸川区
hoshi_takuro	星拓郎	最高位戦	D3	male		第45期前期	
hoshino_takuya	星野拓也	最高位戦	D1	male	1995/12/06	第47期後期	静岡県裾野市
shoji_harusue	正地春季	最高位戦	D1	male	3/7	第50期前期	神奈川県
shimizu_akira	清水昭	最高位戦	—	male	1949/11/24	第6期	長野県
shimizu_miki	清水美樹	最高位戦	—	male	2002/01/08	第51期前期	福岡県
shimizu_yuki	清水友貴	最高位戦	D2	male		第48期前期	
seino_takahiro	清野貴広	最高位戦	C3	male	1991/03/22	第48期前期	愛知県
oinuma_saori	生沼紗織	最高位戦	D2	female	1987年12月24日	第44期前期	東京都八王子市
nishizono_masato	西薗匡人	最高位戦	D1	male	1995年3月7日	第47期前期	神奈川県鎌倉市
nishikawa_yumiko	西川由実子	最高位戦	—	female		第45期前期	
nishikawa_takashi	西川隆史	最高位戦	C3	male		第36期前期	
nishikawa_riko	西川莉子	最高位戦	D3	female	6/15	第45期後期	大阪府
nishimura_sho	西村将	最高位戦	D3	male		第49期後期	
nishimura_yuji	西村侑資	最高位戦	—	male	10/21	第49期後期	兵庫県
nishida_kanta	西田勘汰	最高位戦	D3	male	1999年11月15日	第48期前期	福岡県
nishida_tomohiko	西田智彦	最高位戦	B1	male	5/10	第41期後期	大阪府
nishijima_chiharu	西嶋千春	最高位戦	女流A	female	2/1	第34期前期	埼玉県
aoyama_aya	青山あや	最高位戦	—	female		第45期前期	
aoki_mai	青木麻衣	最高位戦	D3	female	9/1	第47期後期	東京
aoki_ryuichi	青木隆一	最高位戦	D3	male		第41期後期	
saito_kaiki	斉藤海生	最高位戦	C3	male	7月17日	第48期前期	東京都
saito_keisuke2	斉藤圭介	最高位戦	C3	male	1月7日	第45期前期	神奈川県川崎市
ishii_aya	石井あや	最高位戦	女流C	female	2/7	第34期前期	福岡県
ishii	石井一馬	最高位戦	A1	male	1986/02/21		東京都
ishii_kotora	石井湖虎	最高位戦	D2	male	2007/01/28	第50期後期	
ishii_wataru	石井航	最高位戦	D1	male		第46期前期	
ishii_kazuki	石井和希	最高位戦	D3	male	1995/12/30	第47期前期	宮城県仙台市
ishibashi_hiromasa	石橋弘将	最高位戦	D1	male	1997年8月23日	第48期前期	福岡
ishibashi_nobuhiro	石橋伸洋	最高位戦	B1	male	1980/09/29	第28期前期	千葉県
ishibashi_tatsuya	石橋達也	最高位戦	—	male	1988/07/30	第45期前期	茨城県
ishikawa_haruhisa	石川遥久	最高位戦	D1	male	1997年1月31日	第49期前期	東京都
ishizu_shinichiro	石津辰一郎	最高位戦	D1	male	1975年10月26日	第45期前期	福岡県福岡市
ishida_tokitaka	石田時敬	最高位戦	B1	male	1978/02/07	第34期後期	神奈川県平塚市
ishida_yosuke	石田陽介	最高位戦	C2	male		第44期後期	
ishida_ryota	石田亮太	最高位戦	D3	male		第45期後期	
ishida_ryosuke	石田良輔	最高位戦	B1	male		第46期前期	
ishiwata_natsuki	石渡夏妃	最高位戦	D3	female	7月1日	第50期前期	
ishizaki_mitsuo	石﨑光雄	最高位戦	B2	male	1969/07/12	第26期後期	千葉県鴨川市
akahata_kazuki	赤畑和樹	最高位戦	—	male	1998/01/29	第49期前期	
orito_kenzo	折戸建三	最高位戦	D1	male	2/10	第45期前期	新潟県
shitara_haruto	設楽遙斗	最高位戦	A2	male	1973/12/26	第28期前期	東京都
chishiro_chise	千代ちせ	最高位戦	女流C	female		第39期前期	
kawagishi_keisuke	川岸恵介	最高位戦	D1	male	1981/05/22	第44期前期	北海道
kawasaki_takao	川崎貴夫	最高位戦	D2	male	1978年2月25日	第45期後期	千葉県印西市
kawakami_takashi	川上貴史	最高位戦	B2	male	1973/12/02	第37期前期	東京都
kawabata_yuki	川端由紀	最高位戦	D2	male	2/4	第46期前期	長崎県
kawashima_miharu	川嶋美晴	最高位戦	D3	female	2002/12/17	第48期前期	静岡県
kawano_taikan	川野太寛	最高位戦	—	male	2006/12/04	第50期後期	大阪府
asai_yusuke	浅井裕介	最高位戦	B1	male	1986/09/22	第33期前期	東京都
asami	浅見真紀	最高位戦	C3	female	1985/08/30	第35期	埼玉県所沢市
asakura_yuya	浅倉優也	最高位戦	D1	male	1995/08/31	第45期後期	鹿児島/北海道
asano_takeshi	浅野剛	最高位戦	—	male	1975/10/19	第23期	愛知県
sen_kyokuryou	銭旭良	最高位戦	CHINA C	male	1997/12/24	第50期後期	上海
sen_kon	銭坤	最高位戦	CHINA C	male	1993/08/14	第50期後期	中国江蘇
maeyama_hiroyuki	前山浩之	最高位戦	C3	male	1982/01/19	第41期前期	埼玉県越谷市
maekawa_toshiki	前川敏輝	最高位戦	D2	male	3月20日	第47期後期	福岡県
maeda_erina	前田衣里奈	最高位戦	D3	female	1996/10/18	第50期前期	兵庫県神戸市
maeda_mitsuki	前田充輝	最高位戦	D3	male	1998/06/05	第51期前期	大阪
maeda_hiroto	前田大翔	最高位戦	D1	male		第45期後期	
maeda_mai	前田舞	最高位戦	D1	female	5/14	第45期前期	愛知県
soga_atsuya	曽我敦也	最高位戦	D3	male	1999年8月19日	第51期前期	青森県八戸市
sou_shisei	曽子成	最高位戦	CHINA C	male	1998/09/18	第50期後期	中国江西
sogi_tatsushi	曽木達志	最高位戦	B2	male	1973/11/01	第26期前期	東京都目黒区
so_choushou	蘇朝晶	最高位戦	—	male		第51期前期	
sagara_mika	相楽美佳	最高位戦	—	female		第39期前期	
aikawa_marie	相川まりえ	最高位戦	B1	female	1994/08/10	第42期前期	愛知県
aikawa_makoto	相川誠	最高位戦	D3	male		第40期前期	北海道　札幌市
sagara_eisuke	相良英介	最高位戦	D3	male	1979年 4月 2日	第46期前期	福岡県
aizawa_seiji	相澤征児	最高位戦	D3	male	1984/05/19	第39期後期	神奈川県横浜市
kusano_yoshihiro	草野佳宏	最高位戦	—	male	1973/08/21	第36期後期	茨城県
masuda_seiya	増田星矢	最高位戦	D3	male		第50期前期	
masuda_yosuke	増田陽介	最高位戦	—	male		第43期前期	
noritake_kaishi	則武海志	最高位戦	D2	male		第50期前期	
ashiki_yu	足木優	最高位戦	女流B	female		第38期前期	新潟県
adachi_rei	足立玲	最高位戦	女流A	female	3月25日	第40期後期	兵庫
son_kouten	孫浩天	最高位戦	CHINA D /	male		第51期前期	
sun_yu_hsiu	孫裕修	最高位戦	—	male	12/23/1995	第50期後期	
son_i	孫瑋	最高位戦	CHINA D /	male		第51期前期	
murai_ryo	村井諒	最高位戦	B1	male	1987/06/04	第37期後期	岐阜県
muramatsu_yasushi	村松泰志	最高位戦	D3	male	1988/05/08	第47期前期	静岡県⇒パリ⇒東京都
murakami_hiroki	村上広樹	最高位戦	—	male	1984年11月	第47期後期	北海道
murakami_jun	村上淳	最高位戦	A1	male	1975/04/10	第22期	東京都
muranaka_keita	村中啓太	最高位戦	B2	male		第46期前期	
takita_shogo	多喜田翔吾	最高位戦	B1	male	2/21	第44期前期	神奈川県横浜市
tada_shunsuke	多田俊介	最高位戦	D3	male		第51期前期	
ota_yasunori	太田安紀	最高位戦	A1	male	1981/02/10	第27期前期	滋賀県
ota_motoki	太田元基	最高位戦	C2	male	1975/01/30	第39期前期	北海道札幌市
tano_natsuki	太野奈月	最高位戦	A2	female		第37期後期	大阪府
tai_yusei	戴熠星	最高位戦	CHINA C	male	1993/03/15	第50期後期	浙江紹興
okoshi_kazunori	大越一範	最高位戦	D3	male		第50期前期	
ozono_ayano	大園綾乃	最高位戦	C2	female	6月11日	第43期後期	愛知県
ozeki_shinobu	大関忍	最高位戦	C1	male	1976/02/03	第33期後期	東京都
ohara_seiya	大原聖也	最高位戦	—	male		第51期前期	
oe_nanami	大江七海	最高位戦	D3	female	9月24日	第50期後期	福岡県
osaka_hiroyuki	大坂裕之	最高位戦	—	male	1953年4月24日	第43期前期	札幌市
oyama_katsuhide	大山勝秀	最高位戦	C3	male		第48期後期	
omori_yasuhiro	大森康弘	最高位戦	B1	male	1981/10/29	第37期前期	千葉県
okura_seichi	大倉誠一	最高位戦	D2	male	1980/10/25	第50期前期	福岡
otani_kenichi	大谷健一	最高位戦	C2	male		第42期後期	
otake_fumihiro	大竹史祐	最高位戦	—	male		第42期後期	
otsuka_sho	大塚翔	最高位戦	D3	male	2004年7月25日	第50期後期	北広島市
otahara_yugo	大田原祐悟	最高位戦	B2	male		第46期後期	
ota_ryo	大田涼	最高位戦	D3	male	5月10日	第50期前期	熊本県
oshima_satoru	大島智	最高位戦	C2	male	1981/05/13	第39期前期	
ohata_yo	大畑耀	最高位戦	C1	male	1月1日	第46期後期	兵庫
ohata_kana	大畠夏奈	最高位戦	D3	female	1994/07/01	第49期後期	東京都
ohira_aki	大平亜季	最高位戦	A2	female	1980/09/19	第39期前期	鹿児島県
ono_mahiro	大野真優	最高位戦	D3	male	2005/07/11	第50期後期	神奈川県
ono_atsushi	大野敦志	最高位戦	D3	male		第49期前期	
ono_yuki	大野由希	最高位戦	—	female	10月12日	第51期前期	愛知県名古屋市
oyanagi_makoto	大柳誠	最高位戦	—	male	1979/03/24	第24期	東京都
daigo	醍醐大	最高位戦	A2	male	1988/06/14		千葉県松戸市
takihara_tomoko	瀧原朋子	最高位戦	D3	female		第51期前期	
yako_takaya	谷古宇高也	最高位戦	D3	male	1998.6.30	第48期前期	東京都
tanizaki_maika	谷崎舞華	最高位戦	D1	female	1981.09.11	第44期前期	富山
tanikawa_tsutomu	谷川勉	最高位戦	D2	male		第50期前期	
yanaka_futa	谷中風太	最高位戦	D3	male	9月28日	第48期後期	
tanifuji_takehiko	谷藤壮光	最高位戦	—	male		第51期前期	
tanihata_masahiro	谷畑正浩	最高位戦	D2	male		第50期前期	
tanbara_kazuki	丹原一稀	最高位戦	D2	male	1992/03/03	第49期後期	愛知県岡崎市
tan_masaya	丹誠也	最高位戦	D1	male	1997/10/10	第45期後期	東京都
otokozawa_kanta	男澤寛太	最高位戦	B1	male	1991/11/08	第38期前期	茨城県
chiku_takafumi	知久貴史	最高位戦	D1	male	1988/04/19	第44期前期	北海道札幌市
ikegaya_soma	池ヶ谷颯馬	最高位戦	D2	male	2/2	第46期後期	静岡市
ikeyama_yuri	池山悠利	最高位戦	—	male		第51期前期	
ikeda_junichiro	池田純一郎	最高位戦	—	male	1979/09/18	第32期前期	宮崎県
ikeda_yuto	池田悠斗	最高位戦	C3	male	1995/07/18	第45期前期	東京都
ikeuchi_tomoaki	池内智明	最高位戦	D3	male	1974/01/03	第47期後期	兵庫県
takenaka_yuya	竹中雄哉	最高位戦	B1	male		第42期前期	大阪
takeda_yuki	竹田有希	最高位戦	D3	female	12/28	第46期前期	滋賀県
takeuchi	竹内元太	最高位戦	A1	male	1986/03/12		長野県長野市
takeuchi_hiroya	竹内大也	最高位戦	D2	male	1999年10月23日	第48期前期	神奈川県
takeuchi_tomoki	竹内智城	最高位戦	C2	male		第46期前期	
takeuchi_tomoyuki	竹内朋之	最高位戦	B2	male	1982/06/21	第32期後期	東京都
nakai_yui	中井唯	最高位戦	D3	female	8月16日	第49期前期	東京
nakayashiki_jitta	中屋敷実太	最高位戦	B1	male	1992/12/14	第39期後期	大阪府寝屋川市
nakagori_keiki	中郡慧樹	最高位戦	C1	male	1984/09/15	第32期後期	千葉県
nakahara_masaru	中原大	最高位戦	—	male	1994/03/12	第45期前期	鹿児島
nakae_kaede	中江楓	最高位戦	D3	female	2003年11月11日	第51期前期	北海道旭川市
nakayama_kikou	中山希昂	最高位戦	CHINA D /	male		第51期前期	
nakayama_kenichi	中山謙一	最高位戦	—	male	11月22日	第45期前期	東京都
nakayamada_soshi	中山田颯士	最高位戦	D2	male		第49期後期	
nakasuji_naoko	中条奈緒子	最高位戦	—	female		第50期後期	
nakasuji_takehiro	中条雄大	最高位戦	—	male		第50期前期	
nakagami_shohei	中神翔平	最高位戦	D3	male		第45期後期	
nakasone_yoshihiko	中曽根慶彦	最高位戦	—	male	9/29	第46期前期	東京
nakamura_eitaro	中村英太郎	最高位戦	—	male		第50期後期	
nakamura_kou	中村航	最高位戦	D2	male	1998年8月4日	第49期後期	東京
nakamura_haru	中村春	最高位戦	—	male	6/21	第39期前期	奈良
nakamura_junko	中村純子	最高位戦	—	female		第49期前期	
nakamura_reo	中村玲皇	最高位戦	—	male		第51期前期	
nakashima_kazuya	中島一哉	最高位戦	—	male		第51期前期	
nakajima_noriyuki	中嶋紀之	最高位戦	—	male	1月25日	第43期前期	新潟
nakajima_kazumasa	中嶋和正	最高位戦	A1	male	1982/02/16	第33期前期	千葉県
nakaminami_tomoya	中南朋也	最高位戦	D2	male		第48期後期	
nakano_arisa	中野ありさ	最高位戦	D2	female	3/1	第43期後期	愛知県
nakano_rui	中野るい	最高位戦	D2	female	4/24	第44期前期	北見市
nakano_shinya	中野慎也	最高位戦	D3	male	09/27	第47期後期	
nakazato_haruna	中里春奈	最高位戦	D2	female	2/4	第36期前期	群馬県
nakazato_takayoshi	中里隆義	最高位戦	C2	male	1973年4月10日	第42期前期	神奈川県中郡
nakamura_mitsuyasu	中邨光康	最高位戦	A2	male	1985/08/13	第32期後期	愛媛県
nakabara_mami	仲原舞美	最高位戦	—	female		第44期前期	
nakae_toshiro	仲江敏郎	最高位戦	D2	male	1995/11/01	第48期後期	佐賀県
nakasa_kazuki	仲佐和貴	最高位戦	D2	male	7月3日	第49期後期	埼玉県
nakayama_masafumi	仲山真史	最高位戦	—	male		第33期前期	
inomata_yukie	猪股幸枝	最高位戦	D2	female	1976/01/27	第40期前期	東京都
cho_kazuhiro	張一陽	最高位戦	C2	male	1993/11/02	第44期前期	千葉県
chou_kaigen	張開元	最高位戦	CHINA D /	male		第51期前期	
chou_shiu	張思雨	最高位戦	女流B	female		第51期前期	
chou_kougen	張皓源	最高位戦	CHINA ハルピンD /	male		第51期前期	
chou_shourei	張翔玲	最高位戦	女流B	female		第51期前期	
asakura_koshin	朝倉康心	最高位戦	A2	male	1986/03/04	第43期前期	福井県小浜市
ushio_sakura	潮桜紅	最高位戦	—	female		第51期前期	
nagai_kyosuke	長井恭介	最高位戦	D3	male	1991/03/16	第48期前期	埼玉県
nagaoka_haruto	長岡晴斗	最高位戦	D2	male		第50期後期	
nagakubo_takumi	長久保拓海	最高位戦	D2	male	7月28日	第48期後期	茨城県
nagasaka_yusuke	長坂有祐	最高位戦	D2	male	12月5日	第49期後期	愛知県
nagase_bunta	長瀬文太	最高位戦	—	male	9月10日	第49期前期	東京都
hasegawa_tomoya	長谷川智弥	最高位戦	D2	male		第47期後期	
hasegawa_yusuke	長谷川祐亮	最高位戦	D3	male		第44期前期	静岡県
hasegawa_raiki	長谷川来輝	最高位戦	B1	male		第42期前期	
hasegawa_kakeru	長谷川翔	最高位戦	D3	male		第50期後期	
torigoe_chieko	鳥越智恵子	最高位戦	D2	female	7月7日	第35期前期	東京都
torii_yuichi	鳥居裕一	最高位戦	B2	male	1984/10/28	第36期前期	東京都
toriyama_yoshiya	鳥山由也	最高位戦	D2	male		第47期後期	
chin_uyou	陳雨燁	最高位戦	CHINA D /	male		第51期前期	
chin_kin	陳欣	最高位戦	—	male		第51期前期	
chin_shokan	陳笑寒	最高位戦	—	male		第50期後期	
chen_monyun	陳夢蕓	最高位戦	女流B	female		第51期前期	
chin_rin	陳林	最高位戦	CHINA D	male	1986/11/06	第50期後期	上海
tsuda_takahiro	津田岳宏	最高位戦	A2	male	1979/06/21	第40期前期	京都
tsushima_koki	津島幸輝	最高位戦	—	male	2007年１月	第50期後期	富山県
tsukada_miki	塚田美紀	最高位戦	女流C	female	10/11	第39期前期	神奈川県
tsukamoto_takuro	塚本卓朗	最高位戦	C3	male	1992年5月27日	第49期前期	福岡県
tsuji_momoka	辻百華	最高位戦	C2	female	2月11日	第41期前期	千葉県
tsuboi_satoshi	坪井智史	最高位戦	—	male		第43期前期	
hikaru_tsurumi	鶴海ひかる	最高位戦	C1	female	10/15	第43期後期	東京都
tsuru_hiroaki	鶴浩昭	最高位戦	C3	male		第45期前期	
tsuruyama_nanami	鶴山七海	最高位戦	D3	male		第51期前期	
tsuruta_natsuki	鶴田夏姫	最高位戦	D2	female	2007/05/22	第50期後期	山梨県
tsuruta_ayaka	鶴田彩夏	最高位戦	女流C	female	7/6	第47期後期	北海道
tei_itsuryu	鄭逸龍	最高位戦	CHINA D	male	2000/12/04	第50期後期	上海
amagase_masaki	天ケ瀬雅樹	最高位戦	D2	male		第44期前期	
amakawa_hiroyuki	天川裕之	最高位戦	D3	male		第49期前期	
tendo_mizuki	天堂瑞生	最高位戦	D2	male		第49期前期	
amano_tateru	天野建	最高位戦	D3	male	1993年7月29日	第49期前期	山梨県大月市
soeda_hiromasa	添田浩雅	最高位戦	D2	male	1992/04/15	第50期前期	福岡県
den_anteki	田安迪	最高位戦	CHINA C	male		第50期後期	
